CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Time
CI5055,exponential,TL,18,663,272,34134.0104995151,14003.6966151857,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,19,681,1489,35060.7257166965,76659.9421323951,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,20,686,379,35318.146610358,19512.5037395418,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,21,732,885,37686.4188320438,45563.4981780857,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,22,738,1242,37995.3239044376,63943.349985517,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,23,737,1439,37943.8397257053,74085.7331957801,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,24,781,656,40209.1435899265,33773.621248389,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,25,784,882,40363.5961261234,45409.0456418888,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,26,787,1623,40518.0486623203,83558.8220825234,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,27,826,383,42525.93163288,19718.440454471,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,28,827,1389,42577.4158116123,71511.5242591651,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,29,841,1431,43298.1943138645,73673.8597659217,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,30,847,1633,43607.0993862583,84073.6638698464,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,31,907,1426,46696.1501101964,73416.4388722602,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,32,907,1483,46696.1501101964,76351.0370600013,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,33,952,633,49012.9381531499,32589.4851375461,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,34,1030,1528,53028.7040942693,78667.8251029548,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,35,1044,1223,53749.4825965215,62965.1505896032,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,36,1133,441,58331.5745036962,22704.5228209444,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,37,1151,926,59258.2897208776,47674.3495061101,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,38,1153,1114,59361.2580783422,57353.3751077825,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,39,1157,663,59567.1947932714,34134.0104995151,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,40,1191,925,61317.6568701696,47622.8653273778,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,41,1215,1224,62553.2771597448,63016.6347683355,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,42,1222,829,62913.6664108709,42680.3841690769,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,43,1318,839,67856.1475691718,43195.2259563999,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,44,1332,1196,68576.926071424,61575.0777638311,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,45,1338,578,68885.8311438178,29757.8553072696,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,46,1366,944,70327.3881483222,48601.0647232915,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,47,1410,909,72592.6920125434,46799.118467661,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,48,1421,927,73159.0179785987,47725.8336848424,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,49,1426,1183,73416.4388722602,60905.7834403112,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,50,1442,1034,74240.185731977,53234.6408091985,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,51,1443,1420,74291.6699107093,73107.5337998664,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,52,1482,1286,76299.552881269,66208.6538497382,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,53,1520,1183,78255.9516730964,60905.7834403112,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,54,1553,1023,79954.9295712623,52668.3148431432,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,55,1561,732,80366.8030011207,37686.4188320438,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,56,1575,871,81087.5815033729,44842.7196758335,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,57,1613,798,83043.9802952004,41084.3746283756,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,58,1625,660,83661.7904399879,33979.5579633182,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,59,1632,1074,84022.1796911141,55294.0079584905,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,60,1664,757,85669.6734105477,38973.5233003513,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,61,1688,722,86905.2937001229,37171.5770447208,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,62,1697,792,87368.6513087136,40775.4695559818,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,63,1699,822,87471.6196661782,42319.9949179508,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,64,1110.38784370478,1263.37771345876,57167.4062074702,65043.9640061154,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,65,1712.54052098408,809.338639652677,88168.7422686511,41668.1351788352,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,66,715.128798842258,1487.55571635311,36817.81889621,76585.5843749786,0,0,51.4841787323003,3,0.333333333333333
CI5055,exponential,TL,1,242,1060,12459.1712532167,54573.2294562383,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,2,283,931,14570.022581241,47931.7703997716,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,3,292,1112,15033.3801898317,57250.4067503179,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,4,335,648,17247.1998753206,33361.7478185306,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,5,423,712,21777.807603763,36656.7352573978,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,6,429,945,22086.7126761568,48652.5489020238,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,7,477,932,24557.9532553072,47983.2545785039,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,8,482,690,24815.3741489687,35524.0833252872,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,9,526,838,27080.6780131899,43143.7417776676,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,10,538,895,27698.4881579776,46078.3399654087,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,11,566,370,29140.045162482,19049.1461309511,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,12,586,558,30169.728737128,28728.1717326236,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,13,627,1324,32280.5800651523,68165.0526415656,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,14,630,433,32435.0326013492,22292.649391086,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,15,637,915,32795.4218524753,47108.0235400548,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,16,649,354,33413.2319972629,18225.3992712343,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,17,653,899,33619.1687121921,46284.2766803379,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,18,663,272,34134.0104995151,14003.6966151857,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,19,681,1489,35060.7257166965,76659.9421323951,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,20,686,379,35318.146610358,19512.5037395418,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,21,732,885,37686.4188320438,45563.4981780857,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,22,738,1242,37995.3239044376,63943.349985517,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,23,737,1439,37943.8397257053,74085.7331957801,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,24,781,656,40209.1435899265,33773.621248389,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,25,784,882,40363.5961261234,45409.0456418888,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,26,787,1623,40518.0486623203,83558.8220825234,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,27,826,383,42525.93163288,19718.440454471,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,28,827,1389,42577.4158116123,71511.5242591651,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,29,841,1431,43298.1943138645,73673.8597659217,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,30,847,1633,43607.0993862583,84073.6638698464,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,31,907,1426,46696.1501101964,73416.4388722602,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,32,907,1483,46696.1501101964,76351.0370600013,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,33,952,633,49012.9381531499,32589.4851375461,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,34,1030,1528,53028.7040942693,78667.8251029548,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,35,1044,1223,53749.4825965215,62965.1505896032,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,36,1133,441,58331.5745036962,22704.5228209444,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,37,1151,926,59258.2897208776,47674.3495061101,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,38,1153,1114,59361.2580783422,57353.3751077825,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,39,1157,663,59567.1947932714,34134.0104995151,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,40,1191,925,61317.6568701696,47622.8653273778,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,41,1215,1224,62553.2771597448,63016.6347683355,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,42,1222,829,62913.6664108709,42680.3841690769,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,43,1318,839,67856.1475691718,43195.2259563999,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,44,1332,1196,68576.926071424,61575.0777638311,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,45,1338,578,68885.8311438178,29757.8553072696,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,46,1366,944,70327.3881483222,48601.0647232915,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,47,1410,909,72592.6920125434,46799.118467661,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,48,1421,927,73159.0179785987,47725.8336848424,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,49,1426,1183,73416.4388722602,60905.7834403112,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,50,1442,1034,74240.185731977,53234.6408091985,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,51,1443,1420,74291.6699107093,73107.5337998664,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,52,1482,1286,76299.552881269,66208.6538497382,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,53,1520,1183,78255.9516730964,60905.7834403112,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,54,1553,1023,79954.9295712623,52668.3148431432,0,0,51.4841787323003,4,0.5
CI5055,exponential,TL,55,1561,732,80366.8030011207,37686.4188320438,0,0,51.4841787323003,4,0.5
